restaurant_id,title,city_clean,lat,lng,rating_final,has_rating,reviewsCount,n_reviews_with_text,has_text,reviews_text_combined
Al Fantasia Restaurant in Nouakchott_18.10775_-15.97745,Al Fantasia Restaurant in Nouakchott,Nouakchott,18.107746,-15.9774511,4.0,True,181,4,True,"Yes, it's a very good restaurant. The food is good and the service is excellent. . Good food, good coffee, attentive servers . A convenient place to buy good fast food, such as sandwich, kebab, shawarma, chicken....etc. . amazing"
Cafe Restaurant La Cantaine D'or_18.10675_-15.96794,Cafe Restaurant La Cantaine D'or,Nouakchott,18.1067525,-15.9679364,4.6,True,5,3,True,Coffee . Hello friends how are you doing well the best way to see this week . Opening soon...
مطعم مريم منت الصبار ألاك_18.06993_-15.92226,مطعم مريم منت الصبار ألاك,Nouakchott,18.0699311,-15.9222635,5.0,True,1,0,False,
Victoria Restaurantt_18.12136_-15.97088,Victoria Restaurantt,Nouakchott,18.1213579,-15.9708773,4.1,True,96,3,True,wine agent . I love its calm and luxury. . GOOD
Restaurant Amandine dit Malien_18.07469_-15.97134,Restaurant Amandine dit Malien,Nouakchott,18.0746875,-15.9713423,4.3,True,18,6,True,"At the top!! . good . Excellent, I recommend it . excellent. . Good food, good vibe, good prices and overall the place has a strong personality. Traditional/local options for lunch and bbq options during the evening. Lots of people go to eat there. Definitely the best restaurant in the area. . Acceptable services"
Marseille Restaurant_18.101_-15.96085,Marseille Restaurant,Nouakchott,18.1009955,-15.9608465,3.7,True,66,4,True,"It takes a lot of time to get ur order . Shawarma is not shawarma and kebab is not kebab, just good hamburgers . One of the best, cleanest and most upscale restaurants in the capital, Nouakchott. . Mobile phone delivery 48795488"
Le Géant_18.1086_-15.97653,Le Géant,Nouakchott,18.108598,-15.9765266,4.5,True,4,1,True,Too bad there's no wifi but very good restaurant
Café Turquoise_18.10074_-15.99779,Café Turquoise,Nouakchott,18.1007374,-15.9977906,4.4,True,12,7,True,"SUPER . It’s just OK. I wasn’t impressed by the food but it’s clean. . Very good cafe restaurant, fairly decent service . Without a clear idea . Very clean mashallah . Quality service and comfortable accommodation. . Great place"
Tapis Rouge Café_18.10519_-15.97916,Tapis Rouge Café,Nouakchott,18.1051931,-15.9791623,4.2,True,43,6,True,"Tremendous . Not bad for a public establishment serving customers. . Simple, quiet café sporting events . Excellent coffee and good location . A popular café these days among young people in Nouakchott, where they frequent it in the evenings, thank God. It is a comfortable place to watch matches and enjoy coffee and shisha. . A very good tea room with an Extraordinary view, high-end coffees, well-prepared dishes, etc..."
مقهى أمبريال_18.10717_-15.98022,مقهى أمبريال,Nouakchott,18.10717,-15.980221,4.1,True,57,4,True,"I love this place, calm and nice servers . Such a smooth, extremely tasty coffee. The place is quiet and frequented by responsible, adult people, usually businessmen, senior officials and expatriates. I highly recommend for anyone who wants a cup of coffee and a breath of fresh air in a serene place. . It was good . Good coffee and sweet sessions"
A Casa Portuguesa_18.10089_-15.9742,A Casa Portuguesa,Nouakchott,18.1008896,-15.9741967,4.1,True,54,8,True,"Great experience ️ . Very good atmosphere. I recommend it. . Love it! Best place in Nouakchott. Best food . Good restaurant, delicious food, more Western and with a pleasant terrace. Good service, but somewhat slow. Advisable. . It's always a pleasure! . The first time I arrived at the restaurant, I thought the map was wrong, because there were no signs or landmarks of a restaurant on the street. When I entered the second time, I am Arab and in an Arab country. No one in the restaurant is able to speak Arabic! Not even English. Either you speak the language of the French colonialists from whom Mauritania gained independence 65 years ago, or we cannot serve you! Defective. . Better in night as the weather gets too hot in day time. I wish they will put fan outside. Over all not bad if you are living in Nouakchott. . Nice atmosphere"
Restaurant Bara_18.09928_-15.96982,Restaurant Bara,Nouakchott,18.0992797,-15.9698165,4.7,True,3,2,True,"Good Senegalese restaurant. Delicious, abundant dishes at a good price. Comfortable dining room. It doesn't open for dinner often. . MashaAllah! Many people prefer to eat at Bara, by delivery or on site."
مطعم وجبتي_18.12148_-15.96929,مطعم وجبتي,Nouakchott,18.1214816,-15.9692859,5.0,True,2,0,False,
POLITANO_18.0615_-15.95524,POLITANO,Nouakchott,18.0614985,-15.955239,3.8,True,4,2,True,"I swear to God, the Almighty is the best food for me . excellent restaurant"
palacio_18.10624_-15.98295,palacio,Nouakchott,18.1062438,-15.9829505,4.0,True,472,4,True,"Beautiful . Beautiful . Most of the staff do not know the local language and all the publications are in French, making it difficult for non-French speakers to order specific food. . It's a nice place, very clean and with normal prices. It's very busy and fun on Saturday evenings. The only problem is that the service is a little late due to the crowd."
Tawdeni_18.03309_-15.90761,Tawdeni,Toujounine,18.0330946,-15.9076101,2.0,True,1,0,False,
مطعم ومقهى توكلت على الله المغربي_18.03718_-15.91576,مطعم ومقهى توكلت على الله المغربي,Nouakchott,18.0371808,-15.915765,5.0,True,2,0,False,
مقهى المدرسة العليا للتعليم_18.09984_-15.96069,مقهى المدرسة العليا للتعليم,Nouakchott,18.0998447,-15.9606899,,False,0,0,False,
ٍِِِFRENDS. فريند_18.10293_-15.98534,ٍِِِFRENDS. فريند,Nouakchott,18.102935,-15.9853416,3.9,True,18,5,True,"Mashallah, the best sweets shop . Very beautiful . good . The remote order was not delivered as agreed . An excellent place that offers excellent quality sweets at competitive prices, while maintaining the cleanliness and safety of its baked goods. I recommend you visit and support it."
Breath Caffe_18.10939_-15.97082,Breath Caffe,Nouakchott,18.109392,-15.9708227,,False,0,0,False,
Café du nil_18.11674_-15.9507,Café du nil,Nouakchott,18.11674,-15.9506997,,False,0,0,False,
مطعم علاء الدين_18.05499_-15.93898,مطعم علاء الدين,Nouakchott,18.0549885,-15.9389775,3.4,True,19,3,True,I just want some fruit . Aladdin Restaurant is a very wonderful and excellent restaurant . Aladdin Restaurant in Malah Skeeter 2
شارع النيل_18.11354_-15.97567,شارع النيل,Nouakchott,18.1135449,-15.9756673,,False,0,0,False,
cyber elemel_18.0703_-15.92574,cyber elemel,Nouakchott,18.0703037,-15.9257381,3.5,True,6,2,True,"Hamas paper for printing, calligraphy, and electronic device programming . It is a good place"
nex_18.07972_-15.97967,nex,Nouakchott,18.0797243,-15.9796723,,False,0,0,False,
حليمة للمشوي - Halima pour les grillades_18.11146_-15.92957,حليمة للمشوي - Halima pour les grillades,Nouakchott,18.1114623,-15.9295703,4.3,True,3,0,False,
مطعم القدس_18.07396_-15.94553,مطعم القدس,Nouakchott,18.0739646,-15.9455271,2.0,True,2,1,True,"Average food, needs attention to cleanliness, allows sitting for long periods and there is an Arabic seating area"
مطعم لندن للشوي_18.06364_-15.95709,مطعم لندن للشوي,Nouakchott,18.0636374,-15.9570917,4.3,True,3,1,True,"Short information about grilled meat Grilled, in Arabic cuisine, is anything that is grilled from sheep or lamb meat, preferably over charcoal. It is an Arabic word from the verb “shwa”, and this dish is very popular in the Arab world and other countries such as Iran and Pakistan. All types of meat can be used for grilling, an example of which is Shish Tawouk (with chicken meat). “Nouakchott restaurants with an Arabic flavour The Mauritanian capital, Nouakchott, has become remarkably crowded with Arab restaurants, to the point that some have come to call it a phenomenon worthy of study. Reports indicate that 90% of the Arabs in Mauritania run restaurants and hotels that provide the people of Nouakchott with various Arabic flavors. """
مطعم الولاتي_18.07149_-15.91408,مطعم الولاتي,Nouakchott,18.0714911,-15.9140793,,False,0,0,False,
مطعم الصحراء_18.0705_-15.93477,مطعم الصحراء,Nouakchott,18.0705009,-15.9347667,2.8,True,5,3,True,Khamer Restaurant . Fast food restaurant not far from Carrefour 24 . I don't know him exactly
مطعم ياسمين الشام_18.06339_-15.95714,مطعم ياسمين الشام,Nouakchott,18.0633944,-15.9571449,3.0,True,2,1,True,very bad
مطعم المدينة_18.11603_-15.9615,مطعم المدينة,Nouakchott,18.11603,-15.9614959,3.0,True,2,0,False,
نوتيلا_18.07403_-15.94776,نوتيلا,Nouakchott,18.074029,-15.947765,3.9,True,9,2,True,"Delicious food, excellent service and comfortable atmosphere . He has excellent services and cares about timeliness, product quality and good treatment of customers."
مطعم خليجي ستايل_18.07444_-15.94736,مطعم خليجي ستايل,Nouakchott,18.0744449,-15.9473573,3.4,True,5,3,True,The restaurant owner is not responsible in his dealings with customers . Ordinary services . Outstanding services
مطعم سناك_18.06527_-15.94416,مطعم سناك,Falouja,18.065268,-15.9441574,,False,0,0,False,
مطعم الهناء_18.09894_-15.95785,مطعم الهناء,Nouakchott,18.0989387,-15.9578468,,False,0,0,False,
مطعم One pizza_18.07409_-15.94783,مطعم One pizza,Nouakchott,18.0740883,-15.9478291,,False,0,0,False,
مطعم فراج الديك_18.08076_-15.948,مطعم فراج الديك,Nouakchott,18.080764,-15.9480042,3.7,True,6,0,False,
مطعم و غرف مفروشه BMD_18.08778_-15.98044,مطعم و غرف مفروشه BMD,Nouakchott,18.0877776,-15.9804364,3.7,True,3,3,True,Excellent services . excellent . Your satisfaction is our goal
مطعم لادونا_18.06577_-15.92841,مطعم لادونا,Nouakchott,18.0657679,-15.9284064,,False,0,0,False,
مطعم MACDO_18.07354_-15.95823,مطعم MACDO,Nouakchott,18.0735411,-15.9582337,,False,0,0,False,
Rottana cafe_18.07905_-15.91679,Rottana cafe,Nouakchott,18.0790549,-15.9167903,2.6,True,5,3,True,bad . curse of the. . good place
مطعم البيت السوداني_18.09347_-15.97748,مطعم البيت السوداني,Nouakchott,18.0934712,-15.9774809,,False,0,0,False,
مطعم دلسيوس_18.06453_-15.9441,مطعم دلسيوس,Nouakchott,18.0645286,-15.9440954,3.3,True,3,1,True,Excellent and fast service
مطعم مانويلا_18.07498_-15.95988,مطعم مانويلا,Nouakchott,18.0749801,-15.9598779,3.0,True,1,1,True,Zain Restaurant
مطعم الطربوش_18.12041_-15.93551,مطعم الطربوش,Nouakchott,18.1204134,-15.9355108,2.0,True,2,1,True,He has ok kebab And excellent shawarma
مطعم امين_18.12142_-15.97055,مطعم امين,Nouakchott,18.1214233,-15.97055,,False,0,0,False,
مطعم الكبدة والذروة_18.09223_-15.9747,مطعم الكبدة والذروة,Nouakchott,18.0922276,-15.9747005,,False,0,0,False,
مطعم الأخوات_18.0994_-15.97081,مطعم الأخوات,Nouakchott,18.0994028,-15.9708138,,False,0,0,False,
مطعم سلفي_18.0817_-15.91323,مطعم سلفي,Nouakchott,18.081703,-15.913233,4.0,True,2,2,True,Muhammad Ibrahim . One of the best restaurants in Toujnin level is located on the road to Naeb Talli Aziz School
مطعم مراكش_18.10784_-15.97506,مطعم مراكش,Nouakchott,18.1078385,-15.9750572,3.0,True,2,1,True,Worst restaurant ever Stomach hurt after eating there the chicken was barely cooked Bad service and not corruptive
مطعم أيادينا_18.06747_-15.90003,مطعم أيادينا,Nouakchott,18.0674722,-15.9000298,4.0,True,2,1,True,amazing
Restaurante Los Amigos_18.10641_-15.96553,Restaurante Los Amigos,Nouakchott,18.106413,-15.9655303,3.1,True,14,4,True,"Not recommended . A restaurant that combines authenticity and modernity. It puts a touch on traditional meals that makes the visitor taste a taste that combines traditional and cultural food in a very creative way. Pleasant smell, delicious taste, and creative touches in the design that make it the first in Mauritania to provide peace of mind and make the place your first choice. . Just fine . it's really delicious what they give you"
مطعم التوأم_18.075_-15.96062,مطعم التوأم,Nouakchott,18.0749982,-15.960625,,False,0,0,False,
مطعم النجاح_18.06554_-15.92141,مطعم النجاح,Nouakchott,18.0655412,-15.9214123,3.0,True,4,3,True,very nice . It lacks a lot of quality . Beautiful
مطعم ماما غدينا عشينا_18.12321_-15.93331,مطعم ماما غدينا عشينا,Nouakchott,18.1232143,-15.933314,4.0,True,5,4,True,"Muhammad Ibrahim . Honestly, the food is delicious and done in the traditional Moroccan style. Grilled meat. . Without any information, add phone number, business hours, etc . very good"
مطعم جاك الخير 2_18.06765_-15.94564,مطعم جاك الخير 2,Nouakchott,18.0676465,-15.9456392,5.0,True,1,1,True,Beautiful
El khaima food_18.10429_-15.9162,El khaima food,Nouakchott,18.1042871,-15.9161991,4.0,True,3,3,True,Al-Mujahid Yahya Al-Sanwar Bridge is the best name for this bridge . Very beautiful We wish you success . Good service and distinguished staff
مطعم أبو الجود_18.07423_-15.95632,مطعم أبو الجود,Nouakchott,18.0742268,-15.9563213,4.0,True,6,3,True,Very bad bad service . Great restaurant . Abu Al-Joud Restaurant near Carrefour Bakkar
Cafe Prince_18.06432_-15.95221,Cafe Prince,Nouakchott,18.0643234,-15.9522078,,False,0,0,False,
مطعم ومخبزة وحلويات ربيعة_18.06926_-15.91691,مطعم ومخبزة وحلويات ربيعة,Nouakchott,18.0692631,-15.9169113,2.9,True,7,4,True,"Best restaurant . Please teap . Poor services . This bakery and restaurant is located on the main street on Al Amal Road and serves hot bread and sweets. There is also a restaurant that serves most fast food and some local meals such as pasta, rice, fish, meat, etc. Their bread is not classified as the best or the best, but it is sometimes of good quality, and their services are generally classified as average."
Cyber.rimnet_18.12252_-15.94421,Cyber.rimnet,Nouakchott,18.1225192,-15.9442105,3.0,True,5,1,True,The café no longer exists
Tangana Touré_18.11361_-15.94643,Tangana Touré,Nouakchott,18.1136147,-15.9464259,3.0,True,3,1,True,Popular cafe
مطعم مراكش المغربي_18.07513_-15.93419,مطعم مراكش المغربي,Nouakchott,18.0751319,-15.9341861,5.0,True,2,1,True,Meals are normal
مطعم دمشق الفلوجه_18.0683_-15.95463,مطعم دمشق الفلوجه,Nouakchott,18.0682995,-15.9546309,3.3,True,4,1,True,"Very good restaurant that I tried, the dishes are delicious and very tasty."
مطعم برنس السوري_18.11544_-15.92041,مطعم برنس السوري,Nouakchott,18.1154408,-15.9204089,5.0,True,1,1,True,Beautiful restaurant
مطعم الزيتونة_18.10672_-15.97122,مطعم الزيتونة,Nouakchott,18.1067175,-15.97122,3.6,True,20,6,True,"A well-known and landmark restaurant . good . I don't know anything about this restaurant, I haven't visited it yet . Very beautiful . One of the best restaurants in Nouakchott . Delicious pizza, God willing"
Espace Jus_18.09291_-15.9788,Espace Jus,Nouakchott,18.0929106,-15.9788001,3.0,True,2,2,True,Reasonable coffee . A small restaurant and café located near Prince Bakery and Sweets
محلبة البركة عصائر طبيعية_18.10308_-15.98512,محلبة البركة عصائر طبيعية,Nouakchott,18.1030794,-15.9851225,4.4,True,8,4,True,"The people running the place have a great level of courtesy and respect . good place . A simple, humble, and nice place. They sell decent coffee and tea, some juices, drinks, and dessert. They don't have fast food. . The place is nice and light on the stadium. The owner is kind and loving"
مطعم سيسه_18.07514_-15.96122,مطعم سيسه,Nouakchott,18.075145,-15.9612245,3.9,True,8,4,True,Kebab kif sapphire . Hassan . Excellant . A popular restaurant that serves fast food. It is crowded during the night and you may be late in getting your order. There is no parking in front of it.
Café Mondial Resto_18.10371_-15.98187,Café Mondial Resto,Nouakchott,18.1037145,-15.9818733,4.1,True,8,2,True,"A disappointment. We ordered at least three different meals and everything came out the same. . Good cafe, quiet, reasonable prices"
مطعم جوهرة_18.10272_-15.97551,مطعم جوهرة,Nouakchott,18.1027151,-15.9755078,2.6,True,5,5,True,"The food is very ordinary . Dirty place, they don't care about cleanliness. I ate there and got sick, and the customer service is bad. I do not recommend it at all . The food is very average, the quantity is small and the choices are limited. . Good place . Nouakchott restaurants with an Arabic flavour The Mauritanian capital, Nouakchott, has become remarkably crowded with Arab restaurants, to the point that some have come to call it a phenomenon worthy of study. Reports indicate that 90% of the Arabs in Mauritania run restaurants and hotels that provide the people of Nouakchott with various Arabic flavors."
مطعم مذاق Dremly_18.10331_-15.97923,مطعم مذاق Dremly,Nouakchott,18.1033108,-15.9792256,4.1,True,12,6,True,"Very good . The most luxurious restaurant in Mauritania I advise you The best Excellent . Good experience, reasonable prices, and the owner of the restaurant is a wonderful person who treats him very well . A plate for 12,000 ouguiyas A small quantity and not fresh . Good place for a Shawarma at a competitive price and tasty with a sauce . Shawarma and meals and nothing better ahead Your ally always good luck"
sunset_18.10721_-15.98753,sunset,Nouakchott,18.1072107,-15.9875314,4.3,True,3,1,True,Upscale service and a wonderful experience
مطعم الخرطوم_18.0936_-15.97887,مطعم الخرطوم,Nouakchott,18.0936004,-15.9788674,4.0,True,12,3,True,"Good . The recipes are authentic and delicious, it's an experience not to be missed, the staff are very welcoming, and you feel right at home . Return to your country when the war is over."
مطعم السوري_18.10989_-15.9558,مطعم السوري,Nouakchott,18.1098878,-15.9557979,4.2,True,9,2,True,I advise everyone to try it . Beautiful
مطعم كازا نوفا_18.06011_-15.93732,مطعم كازا نوفا,Nouakchott,18.0601055,-15.9373166,3.6,True,8,2,True,Fun even . Restaurant supervisors must work hard and prepare the food well.
N'icecream Nouakchott_18.10889_-15.98161,N'icecream Nouakchott,Nouakchott,18.1088898,-15.9816102,4.1,True,15,7,True,"I ordered a very good and nicely decorated (Bavarian) birthday cake. + A big thank you to MALICK for his availability and advice . Very good ice cream parlor. Very varied choice of ice cream and pleasant staff . Nice store but the quality is not up to par unfortunately . I tried their ice cream and I liked it. The place is also clean and decent. . The best ice cream, the best staff, the best place to go. . Friendly staff Nice sitting area . Very comfortable and good reception The ice creams are beautiful and very well made."
محلبة الشام_18.11496_-15.97355,محلبة الشام,Nouakchott,18.1149648,-15.9735515,4.5,True,2,2,True,Cozy place with good juices . Great experience
مطعم ليالي الشام_18.07387_-15.96552,مطعم ليالي الشام,Nouakchott,18.0738703,-15.9655196,3.8,True,12,4,True,"Layali Al-Sham Restaurant on Mecca Market Road in Carrefour, . An ordinary restaurant with plain kebab and zein sandwiches, and it sells maru basmati zein that changes the taste . special place . Zain's restaurant is clean and the food is clean. We only buy it from someone who has it"
Gloria Cafe_18.10753_-15.97904,Gloria Cafe,Nouakchott,18.1075254,-15.9790368,5.0,True,1,1,True,Cool
باب_18.03866_-15.89989,باب,Beila,18.038663,-15.8998896,4.4,True,5,1,True,Grilled door
King DE Victoria_18.05347_-15.93591,King DE Victoria,Nouakchott,18.0534708,-15.9359101,1.0,True,1,0,False,
Cafe de Venice_18.10259_-15.9875,Cafe de Venice,Nouakchott,18.1025916,-15.9874993,3.0,True,3,3,True,"Please help me live in Canada . A café like there are many in Nouakchott. Good place to watch a football match while sipping a milkshake, coffee or even eating . A quiet and beautiful place where you can watch ben sport and air conditioning"
مطعم مطابخ السودان_18.09604_-15.97982,مطعم مطابخ السودان,Nouakchott,18.0960412,-15.9798151,5.0,True,1,0,False,
مصور شنقيط_18.06998_-15.91986,مصور شنقيط,Nouakchott,18.0699797,-15.9198578,5.0,True,1,1,True,"A wonderful experience, God willing"
Café Argana_18.10354_-15.9835,Café Argana,Nouakchott,18.1035393,-15.983498,3.6,True,17,7,True,"beautiful place . Good restaurant . Coffee . In fact, I did not go, but I heard from a trustworthy person that he does not respect customers. He raises the volume of songs and also some of the products are fake, such as when you order Moroccan tea, they bring Mauritanian tea of ​​an unknown brand and bad taste. Disrespect the customers and respond to them. . Arkan Cafe, opposite the Moroccan Embassy in Nouakchott, had very poor service, was dirty, played very loud and loud music as if we were a nightclub, and did not listen to the customers’ requests to reduce it. We were almost screaming to listen to each other, and when we asked for light Moroccan tea, they offered us Mauritanian tea with an unknown, bad-tasting “warg,” and they refused to change or replace it. I do not recommend visiting it. . A nice gathering place for drinking coffee, football fan gatherings and youth gatherings. Informal atmosphere, not suitable for families or formal meetings. . Nice place and great service"
AL NAHAR_18.1055_-15.98292,AL NAHAR,Nouakchott,18.1054992,-15.9829238,4.2,True,73,3,True,The coffee tastes bad . Bad reception and customer service. I spent 30 minutes there without serving me and the waiters pass left and right and they tell me that they will come every time I call. . good
مقهى انترنت_18.11506_-15.94825,مقهى انترنت,Nouakchott,18.1150566,-15.9482522,4.0,True,3,3,True,Anne . Good . acceptable
Kaizen_18.10517_-15.98146,Kaizen,Nouakchott,18.1051719,-15.9814645,5.0,True,4,2,True,Restaurants that offer orders . Hello friends today I was telling you a little writing that I was thinking about myself well I went to this restaurant and in the pages of Google and I really like it how how I thought about it because their service is a pleasant service how we serve the plans to make good deals you see 6 a.m. to 5 a.m. 24 hours a day it was open
Petite Paris_18.09848_-15.92307,Petite Paris,Nouakchott,18.0984827,-15.9230686,2.3,True,3,0,False,
مقهى لاس دوناس_18.07157_-15.94709,مقهى لاس دوناس,Nouakchott,18.0715734,-15.9470925,3.6,True,5,0,False,
كافيه بيني Café Bini_18.07805_-15.91342,كافيه بيني Café Bini,Nouakchott,18.0780456,-15.9134183,3.5,True,11,6,True,"An ordinary restaurant, one of the best popular restaurants in its area only But it does not compete in most areas . amazing . Good service . very good . normal . Good but they don't treat customers well"
La volgan_18.08765_-15.97623,La volgan,Nouakchott,18.0876477,-15.9762321,5.0,True,1,0,False,
مقهى_18.07348_-15.94593,مقهى,Nouakchott,18.0734814,-15.9459328,3.3,True,7,2,True,Very beautiful . A suitable place for morning breakfast and drinking coffee.
Café Timgad مقهى تيمگاد_18.09993_-15.9753,Café Timgad مقهى تيمگاد,Nouakchott,18.0999303,-15.9752978,3.9,True,13,5,True,"The best place for coffee . Quiet and cozy cafe . Quiet and beautiful place . It's enough that she's Algerian . Close to the hotel, close to the main street but at the same time calm and quiet"
مطعم كبابيشو_18.12505_-15.94028,مطعم كبابيشو,Nouakchott,18.125048,-15.940278,5.0,True,2,2,True,"The restaurant is excellent, but it suffers from a lack of demand because it is still in its infancy. It is a Syrian restaurant specializing in selling kebab . Best restaurant"
Café d'Alger مقهى الجزائر_18.10041_-15.97542,Café d'Alger مقهى الجزائر,Nouakchott,18.1004082,-15.9754155,4.1,True,28,3,True,"A wonderful and beautiful place to drink coffee ️ . Nice place to drink tea or coffee in the evening. ️ . Simple cafe, long hours, internet available"
مطعم ومقهى المائدة_18.09853_-15.97563,مطعم ومقهى المائدة,Nouakchott,18.0985295,-15.9756338,5.0,True,2,1,True,"A wonderful and respectful restaurant, suitable for families"
Cafe Elite مقهي النخبة_18.08801_-15.97607,Cafe Elite مقهي النخبة,Nouakchott,18.0880121,-15.9760662,3.8,True,29,5,True,"Nice restaurant, very reasonable prices, quiet, good for breakfast, but the coffee is weak 5/10 . decent . iltlnaqqqqqqqqqqqqqq . A place located in the city center of Nouakchott. Accessible but there is no decor for atmosphere at the table, no solution at the table on the terrace. An excellent place to enhance. . Coffee"
مطعم الحفرة_18.08139_-15.95861,مطعم الحفرة,Nouakchott,18.0813925,-15.9586142,4.2,True,13,3,True,"Good place, nice atmosphere . Everything is fine and it deserves more . Try it and you be the judge"
Fayrouz_18.11406_-15.97316,Fayrouz,Nouakchott,18.1140609,-15.9731562,4.4,True,82,5,True,"Good restaurant with great value . Amazing . Beautiful place . Super cozy atmosphere and delicious food, we will definitely come back when we are in this city . The food was tasty, the service prompt, the guys serving and cleaning were attentive, the environment a bit unkempt."
مطعم الحمصي_18.11041_-15.95552,مطعم الحمصي,Nouakchott,18.1104124,-15.9555189,4.1,True,33,4,True,"Yasser's food is easy . A modest, not crowded restaurant with a simple and modest staff. Good in all aspects, reasonable prices, and most importantly, clean. . A wonderful Syrian restaurant . Excellent service and delicious food. I advise people to try it"
مطعم الشيخ_18.12748_-15.96248,مطعم الشيخ,Nouakchott,18.1274793,-15.9624793,5.0,True,1,0,False,
Restaurant THE TOP_18.12974_-15.96551,Restaurant THE TOP,Nouakchott,18.1297426,-15.9655148,,False,0,0,False,
PARAGUAS_18.15021_-15.95861,PARAGUAS,Nouakchott,18.1502131,-15.9586062,2.5,True,2,1,True,A distinguished tent restaurant with great services
Break_18.13227_-15.94389,Break,Nouakchott,18.1322731,-15.9438863,4.8,True,6,4,True,"Harona ceme9me9 . I loved it . It is one of the best restaurants I have tried in Nouakchott, good and varied food, their place is clean and well-known, if anything, and the staff is helpful and dedicated. They deserve to have you come to them day and night and live the experience for yourself, and you will not regret it. . Clean kitchen, large menu, delicious food, nice staff, cheap and big portions - clean kitchen, large menu, delicious food, nice staff, cheap and big portions"
Adrar night_18.13131_-15.98033,Adrar night,Nouakchott,18.1313092,-15.9803297,5.0,True,1,1,True,Perfect
مشروع كرمنا_18.13313_-15.97174,مشروع كرمنا,Nouakchott,18.1331264,-15.9717353,4.4,True,7,2,True,"I hope no one walks away from what you are trying to live in. . Comfortable restaurant, good service.."
مقهى دبي Cafe Dubai_18.12127_-16.00102,مقهى دبي Cafe Dubai,Nouakchott,18.1212717,-16.0010183,4.1,True,20,6,True,"A good cafe in Nouakchhou. The owners are Moroccans and the food is good . good . For Moroccans, you are not disoriented, great atmosphere. . Great place to get a meal . GOOD . I wish you good luck and lasting success and a happy new year"
Resto-Cafe MazagaN_18.12836_-15.99704,Resto-Cafe MazagaN,Nouakchott,18.1283638,-15.9970448,5.0,True,7,7,True,Delicious food at the level . Thank you friends . Thank you very much . thank you chefs . Thank you Al-Shaf for the delicious food and warm reception . Upscale services and good treatment . Thank you for the quality food and good reception
MONDIAL PIZZA 2 NKC_18.12876_-15.99317,MONDIAL PIZZA 2 NKC,Nouakchott,18.1287634,-15.9931661,4.0,True,15,4,True,"Bad transaction . One of the best restaurants in my personal experience, with continued high quality. . Very accessible . It's the best restaurant in town"
Restaurant Banini Prestige_18.12822_-15.99548,Restaurant Banini Prestige,Nouakchott,18.1282239,-15.9954776,5.0,True,1,0,False,
كفيتيريا_18.14308_-15.94356,كفيتيريا,Beila,18.1430806,-15.9435613,,False,0,0,False,
M63 Fast Food_18.14167_-15.94444,M63 Fast Food,Beila,18.1416749,-15.9444357,5.0,True,4,1,True,Thanks
Fast-food DAYANA_18.1309_-15.96798,Fast-food DAYANA,Nouakchott,18.1308956,-15.9679829,3.7,True,3,2,True,"Impeccable service, very good meal. . We were very well received. We ate top notch grilled food .thanks to the cook and the waiter for the welcome"
MOULIN DORE_18.13357_-16.00188,MOULIN DORE,Nouakchott,18.1335718,-16.0018783,,False,0,0,False,
سيدلي_18.13738_-15.99551,سيدلي,Jreida,18.1373759,-15.9955096,,False,0,0,False,
Nkc meals_18.13324_-15.97331,Nkc meals,Nouakchott,18.1332379,-15.9733094,3.1,True,7,3,True,Good . The treatment of workers is bad and unethical. You ask for an order after an hour and they come to you and tell you that the coin is not available. It is only available. And he speaks arrogantly . Come and have dinner and rest for a while. It's strange that you started begging for something from the workers. They poured you a cup and you didn't get any water after that. Yasser from the students and the solan and Akid Anwasi Uffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
مطعم منصور_18.13025_-15.98485,مطعم منصور,Nouakchott,18.1302526,-15.9848531,,False,0,0,False,
البدوي_18.13101_-15.96579,البدوي,Nouakchott,18.1310108,-15.9657872,,False,0,0,False,
مطعم بلادي_18.14256_-15.94292,مطعم بلادي,Nouakchott,18.1425627,-15.9429195,,False,0,0,False,
مطعم التقليدي 2_18.13272_-15.97539,مطعم التقليدي 2,Nouakchott,18.1327155,-15.9753913,,False,0,0,False,
HOT FOOD_18.13005_-15.98874,HOT FOOD,Nouakchott,18.1300492,-15.9887428,3.7,True,3,1,True,It is the best place in Tevragh Zeina
Fun haouse_18.1334_-15.9723,Fun haouse,Nouakchott,18.1334032,-15.9722962,,False,0,0,False,
Ehl ewbah_18.13423_-15.99082,Ehl ewbah,Nouakchott,18.1342346,-15.9908249,,False,0,0,False,
الراحه أبريم_18.13253_-15.9427,الراحه أبريم,Nouakchott,18.1325264,-15.9426973,,False,0,0,False,
Habi Sarr_18.13192_-15.9524,Habi Sarr,Nouakchott,18.131921,-15.9523969,,False,0,0,False,
restaurant oum Ibrahim_18.14672_-15.94259,restaurant oum Ibrahim,Nouakchott,18.1467161,-15.9425881,3.5,True,4,3,True,"bad restaurant . God willing, it is a respectable restaurant that serves a lot of meals. . Good"
مطعم علي بابا_18.05587_-15.9389,مطعم علي بابا,Nouakchott,18.0558706,-15.9389017,1.5,True,2,1,True,good
